-4,-404
-23,-404
-23,-387
-23,-246
-23,-227
-4,-227
34,-227
88,-227
134,-186
134,-127
134,748
134,765
151,765
314,765
330,765
330,748
330,-123
330,-272
185,-404
45,-404
151,926
134,926
134,943
134,1097
134,1115
151,1115
314,1115
330,1115
330,1097
330,943
330,926
314,926
